group	index	message_id	japanese	machine_english_reference	professional_translation	translator_notes	control_signature	english_cpu_pointer	english_bytes	japanese_symbols
01	C1	0x01C1	"<SPEAKER>「この島は くねくねの道が たくさん
あるんですよ バランス感覚が
命に かかわるんです!"	"<SPEAKER>This island has lots of
winding paths. A good sense
of balance can save your life!"			SPEAKER NEWLINE NEWLINE END	EA:592B	CC 54 68 69 73 01 69 73 6C 61 6E 64 01 68 61 73 01 6C 6F 74 73 01 6F 66 C8 77 69 6E 64 69 6E 67 01 70 61 74 68 73 2E 01 41 01 67 6F 6F 64 01 73 65 6E 73 65 C8 6F 66 01 62 61 6C 61 6E 63 65 01 63 61 6E 01 73 61 76 65 01 79 6F 75 72 01 6C 69 66 65 21 C0	1CC 019 028 08A 029 001 017 027 017 027 028 0C7 084 015 001 01F 017 01A 03D 1C8 010 038 03D 084 022 01C 035 001 084 05B 068 06F 04E 0FC 17B 084 015 1C8 0EE 025 001 015 015 03B 038 03D 084 022 01C 07A 1C0
01	C2	0x01C2	"<SPEAKER>「おつかれさまです 旅のかた<WAIT><SPEAKER>「審査は ここで おわりです
この 下の 博物館で
入島ビザを もらって下さい<WAIT><SPEAKER>「それでは よい旅を!"	"<SPEAKER>Good work, traveler.<WAIT><SPEAKER>The exam ends
here. Get your island Visa
at the museum below.<WAIT><SPEAKER>Have a good journey!"			SPEAKER WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER END	EA:597F	CC 47 6F 6F 64 01 77 6F 72 6B 2C 01 74 72 61 76 65 6C 65 72 2E C5 CC 54 68 65 01 65 78 61 6D 01 65 6E 64 73 C8 68 65 72 65 2E 01 47 65 74 01 79 6F 75 72 01 69 73 6C 61 6E 64 01 56 69 73 61 C8 61 74 01 74 68 65 01 6D 75 73 65 75 6D 01 62 65 6C 6F 77 2E C5 CC 48 61 76 65 01 61 01 67 6F 6F 64 01 6A 6F 75 72 6E 65 79 21 C0	1CC 014 021 015 039 01A 02E 084 022 01C 001 0B0 028 015 01F 1C5 1CC 0AB 0AA 029 001 019 019 084 022 001 014 03B 037 084 022 01C 1C8 019 028 001 0B8 028 001 0A4 08B 0A3 084 022 1C8 08E 08A 084 05C 084 04C 03C 001 032 036 03E 022 0B8 01A 011 1C5 1CC 01E 039 084 022 029 001 035 011 0B0 03C 07A 1C0
01	C3	0x01C3	"<SPEAKER>「ポン! はい 入島ビザだよ
これが 1枚あれば
みなとの 外に 出られるよ!"	"<SPEAKER>Pop! Here is your
island Visa. With this one
card, you can leave the port!"			SPEAKER NEWLINE NEWLINE END	EA:59EA	CC 50 6F 70 21 01 48 65 72 65 01 69 73 01 79 6F 75 72 C8 69 73 6C 61 6E 64 01 56 69 73 61 2E 01 57 69 74 68 01 74 68 69 73 01 6F 6E 65 C8 63 61 72 64 2C 01 79 6F 75 01 63 61 6E 01 6C 65 61 76 65 01 74 68 65 01 70 6F 72 74 21 C0	1CC 083 05F 06F 07A 001 029 011 001 08E 08A 084 05C 084 04C 084 01F 035 1C8 019 039 084 015 001 003 115 010 039 084 029 1C8 02F 024 023 028 001 0F1 025 001 106 036 039 038 035 07A 1C0
01	C4	0x01C4	"<SPEAKER>「ありゃりゃ お嬢さん!
もちものが いっぱいですよ
へらして また来てくださいよ"	"<SPEAKER>Oh dear, miss!
Your inventory is full. Make
some room and come back."			SPEAKER NEWLINE NEWLINE END	EA:5A36	CC 4F 68 01 64 65 61 72 2C 01 6D 69 73 73 21 C8 59 6F 75 72 01 69 6E 76 65 6E 74 6F 72 79 01 69 73 01 66 75 6C 6C 2E 01 4D 61 6B 65 C8 73 6F 6D 65 01 72 6F 6F 6D 01 61 6E 64 01 63 6F 6D 65 01 62 61 63 6B 2E C0	1CC 010 037 03F 037 03F 001 014 0D8 01A 03D 07A 1C8 032 020 032 028 084 015 001 011 03E 083 029 011 084 022 01C 035 1C8 02C 036 01B 022 001 02E 01F 097 022 017 084 01F 01A 011 035 1C0
01	C5	0x01C5	"<SPEAKER>「ゲロハー! この島の ことばで
こんにちは! っていみさ!
よい旅をな お嬢さんよ"	"<SPEAKER>Gerohah! That means
""hello"" in this island language!
Safe travels, young lady."			SPEAKER NEWLINE NEWLINE END	EA:5A7C	CC 47 65 72 6F 68 61 68 21 01 54 68 61 74 01 6D 65 61 6E 73 C8 22 68 65 6C 6C 6F 22 01 69 6E 01 74 68 69 73 01 69 73 6C 61 6E 64 01 6C 61 6E 67 75 61 67 65 21 C8 53 61 66 65 01 74 72 61 76 65 6C 73 2C 01 79 6F 75 6E 67 01 6C 61 64 79 2E C0	1CC 084 04A 06C 05B 078 07A 001 019 028 08A 028 001 019 023 084 029 084 022 1C8 019 03D 025 020 029 07A 001 03E 022 011 02F 01A 07A 1C8 035 011 0B0 03C 024 001 014 0D8 01A 03D 035 1C0
01	C6	0x01C6	"<SPEAKER>「どうだ すごいだろう?<WAIT><SPEAKER>「こんな でかい トマトンが
おそってきたら わしなんぞ
いちころだろうな きっと!<WAIT><SPEAKER>「えっ? こいつは 何かって?
これこそ 世紀の 大発見
伝説の巨大トマトンの 化石さ<WAIT><SPEAKER>「古代デスランドの 大いなる謎
いま 伝説から 真実へ
うーん! ロマンだなあ・・・"	"<SPEAKER>Impressive, isn't it?<WAIT><SPEAKER>If a Tomaton this
huge attacked me, I'd be
done for in a second!<WAIT><SPEAKER>What is it? The
find of the century: a
legendary giant Tomaton fossil!<WAIT><SPEAKER>An ancient Deathland
mystery, now proven true.
Ah, the romance of it!"			SPEAKER WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	EA:5ACC	CC 49 6D 70 72 65 73 73 69 76 65 2C 01 69 73 6E 27 74 01 69 74 3F C5 CC 49 66 01 61 01 54 6F 6D 61 74 6F 6E 01 74 68 69 73 C8 68 75 67 65 01 61 74 74 61 63 6B 65 64 01 6D 65 2C 01 49 27 64 01 62 65 C8 64 6F 6E 65 01 66 6F 72 01 69 6E 01 61 01 73 65 63 6F 6E 64 21 C5 CC 57 68 61 74 01 69 73 01 69 74 3F 01 54 68 65 C8 66 69 6E 64 01 6F 66 01 74 68 65 01 63 65 6E 74 75 72 79 3A 01 61 C8 6C 65 67 65 6E 64 61 72 79 01 67 69 61 6E 74 01 54 6F 6D 61 74 6F 6E 01 66 6F 73 73 69 6C 21 C5 CC 41 6E 01 61 6E 63 69 65 6E 74 01 44 65 61 74 68 6C 61 6E 64 C8 6D 79 73 74 65 72 79 2C 01 6E 6F 77 01 70 72 6F 76 65 6E 01 74 72 75 65 2E C8 41 68 2C 01 74 68 65 01 72 6F 6D 61 6E 63 65 01 6F 66 01 69 74 21 C0	1CC 084 023 012 084 01F 001 01C 084 019 011 084 01F 03A 012 079 1C5 1CC 019 03D 024 001 084 022 015 011 001 055 060 055 06F 084 015 1C8 014 01E 03E 022 016 01F 036 001 03B 01B 024 03D 084 01E 1C8 011 020 019 03A 084 01F 03A 012 024 001 016 03E 023 07A 1C5 1CC 013 03E 079 001 019 011 021 029 001 093 015 03E 022 079 1C8 019 039 019 01E 001 0A9 102 028 001 0AC 0C8 090 1C8 092 08F 028 0CC 0AC 055 060 055 06F 028 001 09E 09D 01A 1C5 1CC 096 09F 084 054 04E 068 06F 084 055 028 001 0AC 011 024 038 0CF 1C8 011 02E 001 092 08F 015 036 001 0BD 0DD 02C 1C8 012 078 03D 07A 001 06C 060 06F 084 01F 024 010 081 081 081 1C0
01	C7	0x01C7	"<SPEAKER>「お嬢さん あわてなさんな
まずは 入り口で ビザを
もらって きなはれ"	"<SPEAKER>No need to rush,
young lady. First get your
Visa at the entrance."			SPEAKER NEWLINE NEWLINE END	EA:5BB4	CC 4E 6F 01 6E 65 65 64 01 74 6F 01 72 75 73 68 2C C8 79 6F 75 6E 67 01 6C 61 64 79 2E 01 46 69 72 73 74 01 67 65 74 01 79 6F 75 72 C8 56 69 73 61 01 61 74 01 74 68 65 01 65 6E 74 72 61 6E 63 65 2E C0	1CC 014 0D8 01A 03D 001 010 03B 022 024 01A 03D 024 1C8 02E 084 01C 029 001 08E 037 167 084 022 001 084 05C 084 04C 03C 1C8 032 036 03E 022 001 016 024 029 039 1C0
01	C8	0x01C8	"<SPEAKER>「じりりりりーん! さあさあ
まもなく 神秘と 謎にあふれた
活行写真の はじまり はじまりー<WAIT><SPEAKER>「デスランド伝説の すべてがわかる
活行写真じゃよ 見ていくかい?"	"<SPEAKER>Ring-a-ling! Everyone,
gather! Our marvelous moving
picture is about to begin!<WAIT><SPEAKER>It tells the whole legend
of Deathland. Want to watch?"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE END	EA:5BF7	CC 52 69 6E 67 2D 61 2D 6C 69 6E 67 21 01 45 76 65 72 79 6F 6E 65 2C C8 67 61 74 68 65 72 21 01 4F 75 72 01 6D 61 72 76 65 6C 6F 75 73 01 6D 6F 76 69 6E 67 C8 70 69 63 74 75 72 65 01 69 73 01 61 62 6F 75 74 01 74 6F 01 62 65 67 69 6E 21 C5 CC 49 74 01 74 65 6C 6C 73 01 74 68 65 01 77 68 6F 6C 65 01 6C 65 67 65 6E 64 C8 6F 66 01 44 65 61 74 68 6C 61 6E 64 2E 01 57 61 6E 74 01 74 6F 01 77 61 74 63 68 3F C0	1CC 084 01B 037 037 037 037 078 03D 07A 001 01A 010 01A 010 1C8 02E 032 024 017 001 0DC 0EF 023 001 0CF 025 010 02B 039 01F 1C8 0B4 0B1 0C1 0BD 028 001 029 084 01B 02E 037 001 029 084 01B 02E 037 078 1C5 1CC 084 054 04E 068 06F 084 055 092 08F 028 001 01C 084 02C 022 084 015 03B 015 038 1C8 0B4 0B1 0C1 0BD 084 01B 03F 035 001 090 022 011 017 015 011 079 1C0
01	C9	0x01C9	"<SPEAKER>「お嬢さんには いちばん前の
とくとうせきに ごあんなーい!
じりりりりんと さあ はじまりぃー"	"<SPEAKER>Young lady, front-row
seat! The very best in the
house! Ring-a-ling! Here we go!"			SPEAKER NEWLINE NEWLINE END	EA:5C7F	CC 59 6F 75 6E 67 01 6C 61 64 79 2C 01 66 72 6F 6E 74 2D 72 6F 77 C8 73 65 61 74 21 01 54 68 65 01 76 65 72 79 01 62 65 73 74 01 69 6E 01 74 68 65 C8 68 6F 75 73 65 21 01 52 69 6E 67 2D 61 2D 6C 69 6E 67 21 01 48 65 72 65 01 77 65 01 67 6F 21 C0	1CC 014 0D8 01A 03D 025 029 001 011 020 084 029 03D 0C3 028 1C8 023 017 023 012 01D 016 025 001 084 019 010 03D 024 078 011 07A 1C8 084 01B 037 037 037 037 03D 023 001 01A 010 001 029 084 01B 02E 037 07C 078 1C0
01	CA	0x01CA	"<SPEAKER>「おなごの いいえは はいのうちー
さあ すわった すわった!
じりりりりんと さあ はじまりぃー"	"<SPEAKER>A lady's 'no' means
'yes'! Come on, sit down, sit
down! Ring-a-ling! Here we go!"			SPEAKER NEWLINE NEWLINE END	EA:5CD1	CC 41 01 6C 61 64 79 27 73 01 27 6E 6F 27 01 6D 65 61 6E 73 C8 27 79 65 73 27 21 01 43 6F 6D 65 01 6F 6E 2C 01 73 69 74 01 64 6F 77 6E 2C 01 73 69 74 C8 64 6F 77 6E 21 01 52 69 6E 67 2D 61 2D 6C 69 6E 67 21 01 48 65 72 65 01 77 65 01 67 6F 21 C0	1CC 014 024 084 019 028 001 011 011 013 029 001 029 011 028 012 020 078 1C8 01A 010 001 01C 03B 03E 01F 001 01C 03B 03E 01F 07A 1C8 084 01B 037 037 037 037 03D 023 001 01A 010 001 029 084 01B 02E 037 07C 078 1C0
01	CB	0x01CB	"<SPEAKER>「ほれほれ いちばんまえに
すわった すわった"	"<SPEAKER>Come now, sit
in the front. Sit, sit!"			SPEAKER NEWLINE END	EA:5D23	CC 43 6F 6D 65 01 6E 6F 77 2C 01 73 69 74 C8 69 6E 01 74 68 65 01 66 72 6F 6E 74 2E 01 53 69 74 2C 01 73 69 74 21 C0	1CC 02D 039 02D 039 001 011 020 084 029 03D 02E 013 025 1C8 01C 03B 03E 01F 001 01C 03B 03E 01F 1C0
01	CC	0x01CC	"<SPEAKER>「ぜい ぜい はあ はあ
としのせいで じょうえいは
一日 一回が げんどじゃ・・・"	"<SPEAKER>Wheeze... gasp...
At my age, I can only
run one showing a day..."			SPEAKER NEWLINE NEWLINE END	EA:5D4A	CC 57 68 65 65 7A 65 2E 2E 2E 01 67 61 73 70 2E 2E 2E C8 41 74 01 6D 79 01 61 67 65 2C 01 49 01 63 61 6E 01 6F 6E 6C 79 C8 72 75 6E 01 6F 6E 65 01 73 68 6F 77 69 6E 67 01 61 01 64 61 79 2E 2E 2E C0	1CC 084 01D 011 001 084 01D 011 001 029 010 001 029 010 1C8 023 01B 028 01D 011 084 022 001 084 01B 041 012 013 011 029 1C8 0AF 120 001 0AF 169 084 015 001 084 018 03D 084 023 084 01B 03F 081 081 081 1C0
01	CD	0x01CD	"<SPEAKER>「おう ねえちゃん! 来たな!
まわりを 見なよ! ひとくせも
ふたくせも ありそうな やつばかりよ<WAIT><SPEAKER>「連中も このデスランドに
宝のにおいを かぎつけたに
ちげえねえ! ライバルだぜ"	"<SPEAKER>Hey, sis! You made
it! Look around. Every one of
these people looks like trouble.<WAIT><SPEAKER>They must have smelled
treasure on Deathland too.
No doubt. They're our rivals!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	EA:5D8C	CC 48 65 79 2C 01 73 69 73 21 01 59 6F 75 01 6D 61 64 65 C8 69 74 21 01 4C 6F 6F 6B 01 61 72 6F 75 6E 64 2E 01 45 76 65 72 79 01 6F 6E 65 01 6F 66 C8 74 68 65 73 65 01 70 65 6F 70 6C 65 01 6C 6F 6F 6B 73 01 6C 69 6B 65 01 74 72 6F 75 62 6C 65 2E C5 CC 54 68 65 79 01 6D 75 73 74 01 68 61 76 65 01 73 6D 65 6C 6C 65 64 C8 74 72 65 61 73 75 72 65 01 6F 6E 01 44 65 61 74 68 6C 61 6E 64 01 74 6F 6F 2E C8 4E 6F 01 64 6F 75 62 74 2E 01 54 68 65 79 27 72 65 01 6F 75 72 01 72 69 76 61 6C 73 21 C0	1CC 014 012 001 027 013 020 03F 03D 07A 001 097 01F 024 07A 1C8 02E 03B 037 03C 001 090 024 035 07A 001 02A 023 017 01D 032 1C8 02B 01F 017 01D 032 001 010 037 01E 012 024 001 033 021 084 029 015 037 035 1C5 1CC 0D1 0A1 032 001 019 028 084 054 04E 068 06F 084 055 025 1C8 095 028 025 014 011 03C 001 015 084 016 021 018 01F 025 1C8 020 084 018 013 027 013 07A 001 068 043 084 05B 06A 084 01F 084 01D 1C0
01	CE	0x01CE	"<SPEAKER>「かーっ! まいったぜ まったく
おれの 聞いてた この島の話と
ぜんぜんちがうぜ とほほだな!"	"<SPEAKER>Dammit, what a letdown!
This island is nothing like
what I was told. What a joke!"			SPEAKER NEWLINE NEWLINE END	EA:5E30	CC 44 61 6D 6D 69 74 2C 01 77 68 61 74 01 61 01 6C 65 74 64 6F 77 6E 21 C8 54 68 69 73 01 69 73 6C 61 6E 64 01 69 73 01 6E 6F 74 68 69 6E 67 01 6C 69 6B 65 C8 77 68 61 74 01 49 01 77 61 73 01 74 6F 6C 64 2E 01 57 68 61 74 01 61 01 6A 6F 6B 65 21 C0	1CC 015 078 03E 07A 001 02E 011 03E 01F 084 01D 001 02E 03E 01F 017 1C8 014 039 028 001 0A6 011 022 01F 001 019 028 08A 028 0A0 023 1C8 084 01D 03D 084 01D 03D 020 084 015 012 084 01D 001 023 02D 02D 084 01F 024 07A 1C0
01	CF	0x01CF	"<SPEAKER>「わたしは 天才かがくしゃ
キングバロンのように いだいな
発明をするのが ゆめなのです<WAIT><SPEAKER>「かれのことを すこしでも
学ぶために この島に
来たのです"	"<SPEAKER>I'm a brilliant scientist.
My dream is to invent something
as great as King Baron did.<WAIT><SPEAKER>I came to this island to
learn everything I can about him."			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE END	EA:5E83	CC 49 27 6D 01 61 01 62 72 69 6C 6C 69 61 6E 74 01 73 63 69 65 6E 74 69 73 74 2E C8 4D 79 01 64 72 65 61 6D 01 69 73 01 74 6F 01 69 6E 76 65 6E 74 01 73 6F 6D 65 74 68 69 6E 67 C8 61 73 01 67 72 65 61 74 01 61 73 01 4B 69 6E 67 01 42 61 72 6F 6E 01 64 69 64 2E C5 CC 49 01 63 61 6D 65 01 74 6F 01 74 68 69 73 01 69 73 6C 61 6E 64 01 74 6F C8 6C 65 61 72 6E 01 65 76 65 72 79 74 68 69 6E 67 01 49 01 63 61 6E 01 61 62 6F 75 74 01 68 69 6D 2E C0	1CC 03B 01F 01B 029 001 0C5 10A 015 084 015 017 01B 03F 1C8 048 06F 084 049 084 05B 06C 06F 028 035 012 025 001 011 084 01F 011 024 1C8 0C8 0BF 03C 01C 038 028 084 015 001 034 031 024 028 084 022 01C 1C5 1CC 015 039 028 019 023 03C 001 01C 019 01B 084 022 032 1C8 0B7 084 02B 01F 031 025 001 019 028 08A 025 1C8 097 01F 028 084 022 01C 1C0
01	D0	0x01D0	"<SPEAKER>「キングバロンは あまりに
いだいすぎて かれのようには
とても なれないなあ・・・"	"<SPEAKER>King Baron was simply
too great. I could never
become someone like him..."			SPEAKER NEWLINE NEWLINE END	EA:5F17	CC 4B 69 6E 67 01 42 61 72 6F 6E 01 77 61 73 01 73 69 6D 70 6C 79 C8 74 6F 6F 01 67 72 65 61 74 2E 01 49 01 63 6F 75 6C 64 01 6E 65 76 65 72 C8 62 65 63 6F 6D 65 01 73 6F 6D 65 6F 6E 65 01 6C 69 6B 65 01 68 69 6D 2E 2E 2E C0	1CC 048 06F 084 049 084 05B 06C 06F 029 001 010 02E 037 025 1C8 011 084 01F 011 01C 084 016 022 001 015 039 028 035 012 025 029 1C8 023 022 032 001 024 039 024 011 024 010 081 081 081 1C0
01	D1	0x01D1	"<SPEAKER>「巨大トマトンの 化石が
みつかったいじょう ほかにも
何か あるに ちがいないわい"	"<SPEAKER>A giant Tomaton fossil
was found. There must be
more discoveries out there!"			SPEAKER NEWLINE NEWLINE END	EA:5F62	CC 41 01 67 69 61 6E 74 01 54 6F 6D 61 74 6F 6E 01 66 6F 73 73 69 6C C8 77 61 73 01 66 6F 75 6E 64 2E 01 54 68 65 72 65 01 6D 75 73 74 01 62 65 C8 6D 6F 72 65 01 64 69 73 63 6F 76 65 72 69 65 73 01 6F 75 74 01 74 68 65 72 65 21 C0	1CC 0CC 0AC 055 060 055 06F 028 001 09E 09D 084 015 1C8 02F 021 015 03E 01F 011 084 01B 041 012 001 02D 015 025 032 1C8 093 015 001 010 038 025 001 020 084 015 011 024 011 03B 011 1C0
01	D2	0x01D2	"<SPEAKER>「うーむ わしは あまり 島の
奥に 行くのは やめておこうかの
命あっての 研究じゃからな"	"<SPEAKER>Hmm... Maybe I shouldn't
go too deep into the island.
Research is no use if I'm dead."			SPEAKER NEWLINE NEWLINE END	EA:5FAF	CC 48 6D 6D 2E 2E 2E 01 4D 61 79 62 65 01 49 01 73 68 6F 75 6C 64 6E 27 74 C8 67 6F 01 74 6F 6F 01 64 65 65 70 01 69 6E 74 6F 01 74 68 65 01 69 73 6C 61 6E 64 2E C8 52 65 73 65 61 72 63 68 01 69 73 01 6E 6F 01 75 73 65 01 69 66 01 49 27 6D 01 64 65 61 64 2E C0	1CC 012 078 030 001 03B 01B 029 001 010 02E 037 001 08A 028 1C8 0ED 025 001 08D 017 028 029 001 033 031 022 014 019 012 015 028 1C8 0EE 010 03E 022 028 001 0E5 0E7 084 01B 03F 015 036 024 1C0
01	D3	0x01D3	"<SPEAKER>「おら おらー! はやく
活行写真を はじめろー
おれは まてねえぞ おらおらー"	"<SPEAKER>Hey! Hurry up and
start the movie already!
I ain't waiting forever!"			SPEAKER NEWLINE NEWLINE END	EA:6006	CC 48 65 79 21 01 48 75 72 72 79 01 75 70 01 61 6E 64 C8 73 74 61 72 74 01 74 68 65 01 6D 6F 76 69 65 01 61 6C 72 65 61 64 79 21 C8 49 01 61 69 6E 27 74 01 77 61 69 74 69 6E 67 01 66 6F 72 65 76 65 72 21 C0	1CC 014 036 001 014 036 078 07A 001 029 033 017 1C8 0B4 0B1 0C1 0BD 03C 001 029 084 01B 031 03A 078 1C8 014 039 029 001 02E 022 027 013 084 01E 001 014 036 014 036 078 1C0
01	D4	0x01D4	"<SPEAKER>「くかー くかー ん?
じょうえいは もう おわったか
まちくたびれて ねちまったぜ!"	"<SPEAKER>Snore... snore... Huh? Is
the showing over already? I
got tired of waiting and slept!"			SPEAKER NEWLINE NEWLINE END	EA:604B	CC 53 6E 6F 72 65 2E 2E 2E 01 73 6E 6F 72 65 2E 2E 2E 01 48 75 68 3F 01 49 73 C8 74 68 65 01 73 68 6F 77 69 6E 67 01 6F 76 65 72 01 61 6C 72 65 61 64 79 3F 01 49 C8 67 6F 74 01 74 69 72 65 64 01 6F 66 01 77 61 69 74 69 6E 67 01 61 6E 64 01 73 6C 65 70 74 21 C0	1CC 017 015 078 001 017 015 078 001 03D 079 1C8 084 01B 041 012 013 011 029 001 032 012 001 014 03B 03E 01F 015 1C8 02E 020 017 01F 084 02A 039 022 001 027 020 02E 03E 01F 084 01D 07A 1C0
01	D5	0x01D5	"<SPEAKER>「わくわくさせるぜ この島はよー
古代の いせきが どっかにあるに
ちがいねえぜ へっ へっ へっ<WAIT><SPEAKER>「おれさまが さがしあてて
金銀 ざっくざっくで
あれして これして うーん"	"<SPEAKER>This island excites
me! There must be ancient
ruins somewhere. Heh heh heh.<WAIT><SPEAKER>I'll find them
first, dig up piles of gold
and silver, then... ohhh!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	EA:60A2	CC 54 68 69 73 01 69 73 6C 61 6E 64 01 65 78 63 69 74 65 73 C8 6D 65 21 01 54 68 65 72 65 01 6D 75 73 74 01 62 65 01 61 6E 63 69 65 6E 74 C8 72 75 69 6E 73 01 73 6F 6D 65 77 68 65 72 65 2E 01 48 65 68 01 68 65 68 01 68 65 68 2E C5 CC 49 27 6C 6C 01 66 69 6E 64 01 74 68 65 6D C8 66 69 72 73 74 2C 01 64 69 67 01 75 70 01 70 69 6C 65 73 01 6F 66 01 67 6F 6C 64 C8 61 6E 64 01 73 69 6C 76 65 72 2C 01 74 68 65 6E 2E 2E 2E 01 6F 68 68 68 21 C0	1CC 03B 017 03B 017 01A 01D 038 084 01D 001 019 028 08A 029 035 078 1C8 096 09F 028 001 011 01D 016 084 015 001 084 023 03E 015 025 010 038 025 1C8 020 084 015 011 027 013 084 01D 001 02C 03E 001 02C 03E 001 02C 03E 1C5 1CC 014 039 01A 02E 084 015 001 01A 084 015 01B 010 022 022 1C8 094 0EC 001 084 01A 03E 017 084 01A 03E 017 084 022 1C8 010 039 01B 022 001 019 039 01B 022 001 012 078 03D 1C0
01	D6	0x01D6	"<SPEAKER>「化石なんて いらねえんだよ
おれっちが いただくものは
古代の うもれた 宝さ"	"<SPEAKER>I don't want fossils.
What I'm after is ancient
treasure buried underground."			SPEAKER NEWLINE NEWLINE END	EA:6135	CC 49 01 64 6F 6E 27 74 01 77 61 6E 74 01 66 6F 73 73 69 6C 73 2E C8 57 68 61 74 01 49 27 6D 01 61 66 74 65 72 01 69 73 01 61 6E 63 69 65 6E 74 C8 74 72 65 61 73 75 72 65 01 62 75 72 69 65 64 01 75 6E 64 65 72 67 72 6F 75 6E 64 2E C0	1CC 09E 09D 024 03D 022 001 011 036 027 013 03D 084 01F 035 1C8 014 039 03E 020 084 015 001 011 01F 084 01F 017 032 028 029 1C8 096 09F 028 001 012 032 039 01F 001 095 01A 1C0
01	D7	0x01D7	"<SPEAKER>「ふがふが ふがふが わしも
きっと なんか 見つけるぞい
うほほ うほほほ ふがふがー"	"<SPEAKER>Hrumph, hrumph! I'll
find something too, just you
watch! Woo-ho-ho-ho! Hrumph!"			SPEAKER NEWLINE NEWLINE END	EA:6183	CC 48 72 75 6D 70 68 2C 01 68 72 75 6D 70 68 21 01 49 27 6C 6C C8 66 69 6E 64 01 73 6F 6D 65 74 68 69 6E 67 01 74 6F 6F 2C 01 6A 75 73 74 01 79 6F 75 C8 77 61 74 63 68 21 01 57 6F 6F 2D 68 6F 2D 68 6F 2D 68 6F 21 01 48 72 75 6D 70 68 21 C0	1CC 02B 084 015 02B 084 015 001 02B 084 015 02B 084 015 001 03B 01B 032 1C8 016 03E 023 001 024 03D 015 001 090 021 018 038 084 01E 011 1C8 012 02D 02D 001 012 02D 02D 02D 001 02B 084 015 02B 084 015 078 1C0
01	D8	0x01D8	"<SPEAKER>「ふがふが わしには ムリじゃ
じいさんと いっしょに
観光でも するかのう"	"<SPEAKER>Hrumph... I can't
do this. Maybe I'll just go
sightseeing with the old man."			SPEAKER NEWLINE NEWLINE END	EA:61D3	CC 48 72 75 6D 70 68 2E 2E 2E 01 49 01 63 61 6E 27 74 C8 64 6F 01 74 68 69 73 2E 01 4D 61 79 62 65 01 49 27 6C 6C 01 6A 75 73 74 01 67 6F C8 73 69 67 68 74 73 65 65 69 6E 67 01 77 69 74 68 01 74 68 65 01 6F 6C 64 01 6D 61 6E 2E C0	1CC 02B 084 015 02B 084 015 001 03B 01B 025 029 001 062 069 084 01B 03F 1C8 084 01B 011 01A 03D 023 001 011 03E 01B 041 025 1C8 149 14A 084 022 032 001 01C 038 015 028 012 1C0
01	D9	0x01D9	"<CLEAR>
レンズがついた
きみょうな 道具がある"	"<CLEAR>There is a strange
device fitted with a lens."			CLEAR NEWLINE END	EA:6220	D0 54 68 65 72 65 01 69 73 01 61 01 73 74 72 61 6E 67 65 C8 64 65 76 69 63 65 01 66 69 74 74 65 64 01 77 69 74 68 01 61 01 6C 65 6E 73 2E C0	1D0 06B 06F 084 04E 084 015 021 011 01F 1C8 016 02F 041 012 024 001 0C7 124 084 015 010 038 1C0
01	DA	0x01DA	"<CLEAR>
これは <INSERT_A><WAIT>
<CLEAR>
ひどく古くて
もう 役にたたないようだ"	"<CLEAR>This is <INSERT_A>.<WAIT><CLEAR>It is terribly old
and no longer useful."			CLEAR INSERT_A WAIT CLEAR NEWLINE END	EA:624F	D0 54 68 69 73 01 69 73 01 C4 2E C5 D0 49 74 01 69 73 01 74 65 72 72 69 62 6C 79 01 6F 6C 64 C8 61 6E 64 01 6E 6F 01 6C 6F 6E 67 65 72 01 75 73 65 66 75 6C 2E C0	1D0 019 039 029 001 1C4 1C5 1D0 02A 084 023 017 096 017 022 1C8 032 012 001 15E 025 01F 01F 024 011 035 012 084 01F 1C0
01	DB	0x01DB	"<CLEAR>
これは <INSERT_A><WAIT>
<CLEAR>
伝説の王の もんしょうを
かたどった 石像のようだ"	"<CLEAR>This is <INSERT_A>.<WAIT><CLEAR>It seems to be a stone
statue shaped like the
legendary king's crest."			CLEAR INSERT_A WAIT CLEAR NEWLINE NEWLINE END	EA:6285	D0 54 68 69 73 01 69 73 01 C4 2E C5 D0 49 74 01 73 65 65 6D 73 01 74 6F 01 62 65 01 61 01 73 74 6F 6E 65 C8 73 74 61 74 75 65 01 73 68 61 70 65 64 01 6C 69 6B 65 01 74 68 65 C8 6C 65 67 65 6E 64 61 72 79 01 6B 69 6E 67 27 73 01 63 72 65 73 74 2E C0	1D0 019 039 029 001 1C4 1C5 1D0 092 08F 028 155 028 001 032 03D 01B 041 012 03C 1C8 015 01F 084 023 03E 01F 001 09D 159 028 035 012 084 01F 1C0
